experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device1,qwen-q5,19,complaint,,False,0.0,1.32
E2-accuracy,device1,qwen-q5,20,complaint,,False,0.0,1.6
E2-accuracy,device1,qwen-q5,21,feedback,,False,0.0,2.33
E2-accuracy,device1,qwen-q5,22,feedback,,False,0.0,1.31
E2-accuracy,device1,qwen-q5,23,feedback,,False,0.0,1.77
E2-accuracy,device1,qwen-q5,24,feedback,,False,0.0,1.67
E2-accuracy,device1,qwen-q5,25,feedback,,False,0.0,1.61
E2-accuracy,device1,qwen-q5,26,feedback,,False,0.0,2.11
E2-accuracy,device1,qwen-q5,27,feedback,,False,0.0,1.55
E2-accuracy,device1,qwen-q5,28,feedback,,False,0.0,1.5
E2-accuracy,device1,qwen-q5,29,feedback,,False,0.0,1.94
E2-accuracy,device1,qwen-q5,30,feedback,,False,0.0,1.97
E2-accuracy,device1,qwen-q5,31,spam,,False,0.0,1.46
E2-accuracy,device1,qwen-q5,32,spam,,False,0.0,1.68
E2-accuracy,device1,qwen-q5,33,spam,,False,0.0,1.37
E2-accuracy,device1,qwen-q5,34,spam,,False,0.0,1.47
E2-accuracy,device1,qwen-q5,35,spam,,False,0.0,1.5
E2-accuracy,device1,qwen-q5,36,spam,,False,0.0,1.23
E2-accuracy,device1,qwen-q5,37,spam,,False,0.0,1.77
E2-accuracy,device1,qwen-q5,38,spam,,False,0.0,1.9
E2-accuracy,device1,qwen-q5,39,spam,,False,0.0,3.41
E2-accuracy,device1,qwen-q5,40,spam,,False,0.0,3.08
E2-accuracy,device1,qwen-q5,41,urgent,,False,0.0,1.39
E2-accuracy,device1,qwen-q5,42,urgent,,False,0.0,1.63
E2-accuracy,device1,qwen-q5,43,urgent,,False,0.0,1.17
E2-accuracy,device1,qwen-q5,44,urgent,,False,0.0,1.21
E2-accuracy,device1,qwen-q5,45,urgent,,False,0.0,1.34
E2-accuracy,device1,qwen-q5,46,urgent,,False,0.0,1.16
E2-accuracy,device1,qwen-q5,47,urgent,,False,0.0,1.73
E2-accuracy,device1,qwen-q5,48,urgent,,False,0.0,4.26
E2-accuracy,device1,qwen-q5,49,urgent,,False,0.0,2.01
E2-accuracy,device1,qwen-q5,50,urgent,,False,0.0,1.67
E2-accuracy,device1,qwen-q5,51,inquiry,,False,0.0,1.75
E2-accuracy,device1,qwen-q5,52,inquiry,,False,0.0,1.46
E2-accuracy,device1,qwen-q5,53,complaint,,False,0.0,1.13
E2-accuracy,device1,qwen-q5,54,complaint,,False,0.0,1.11
E2-accuracy,device1,qwen-q5,55,feedback,,False,0.0,1.1
E2-accuracy,device1,qwen-q5,56,feedback,,False,0.0,2.15
E2-accuracy,device1,qwen-q5,57,spam,,False,0.0,3.97
E2-accuracy,device1,qwen-q5,58,spam,,False,0.0,2.9
E2-accuracy,device1,qwen-q5,59,urgent,,False,0.0,1.24
E2-accuracy,device1,qwen-q5,60,urgent,,False,0.0,1.37
E2-accuracy,device1,qwen-q5,61,inquiry,,False,0.0,1.15
E2-accuracy,device1,qwen-q5,62,inquiry,,False,0.0,1.1
E2-accuracy,device1,qwen-q5,63,complaint,,False,0.0,1.16
E2-accuracy,device1,qwen-q5,64,complaint,,False,0.0,1.17
E2-accuracy,device1,qwen-q5,65,feedback,,False,0.0,3.3
E2-accuracy,device1,qwen-q5,66,feedback,,False,0.0,2.43
E2-accuracy,device1,qwen-q5,67,spam,,False,0.0,1.4
E2-accuracy,device1,qwen-q5,68,spam,,False,0.0,1.24
E2-accuracy,device1,qwen-q5,69,urgent,,False,0.0,1.26
E2-accuracy,device1,qwen-q5,70,urgent,,False,0.0,1.28
E2-accuracy,device1,qwen-q5,71,inquiry,,False,0.0,1.24
E2-accuracy,device1,qwen-q5,72,inquiry,,False,0.0,1.22
E2-accuracy,device1,qwen-q5,73,complaint,,False,0.0,1.23
E2-accuracy,device1,qwen-q5,74,complaint,,False,0.0,1.22
E2-accuracy,device1,qwen-q5,75,feedback,,False,0.0,1.44
E2-accuracy,device1,qwen-q5,76,feedback,,False,0.0,1.73
E2-accuracy,device1,qwen-q5,77,spam,,False,0.0,1.36
E2-accuracy,device1,qwen-q5,78,spam,,False,0.0,1.54
E2-accuracy,device1,qwen-q5,79,urgent,,False,0.0,1.25
E2-accuracy,device1,qwen-q5,80,urgent,,False,0.0,1.18
E2-accuracy,device1,qwen-q5,81,inquiry,,False,0.0,1.23
E2-accuracy,device1,qwen-q5,82,inquiry,,False,0.0,1.22
E2-accuracy,device1,qwen-q5,83,complaint,,False,0.0,1.26
E2-accuracy,device1,qwen-q5,84,complaint,,False,0.0,1.27
E2-accuracy,device1,qwen-q5,85,feedback,,False,0.0,1.24
E2-accuracy,device1,qwen-q5,86,feedback,,False,0.0,1.6
E2-accuracy,device1,qwen-q5,87,spam,,False,0.0,2.39
E2-accuracy,device1,qwen-q5,88,spam,,False,0.0,1.41
E2-accuracy,device1,qwen-q5,89,urgent,,False,0.0,1.34
E2-accuracy,device1,qwen-q5,90,urgent,,False,0.0,1.28
E2-accuracy,device1,qwen-q5,91,inquiry,,False,0.0,1.34
E2-accuracy,device1,qwen-q5,92,inquiry,,False,0.0,1.23
E2-accuracy,device1,qwen-q5,93,complaint,,False,0.0,1.22
E2-accuracy,device1,qwen-q5,94,complaint,,False,0.0,1.36
E2-accuracy,device1,qwen-q5,95,feedback,,False,0.0,1.25
E2-accuracy,device1,qwen-q5,96,feedback,,False,0.0,1.21
E2-accuracy,device1,qwen-q5,97,spam,,False,0.0,1.39
E2-accuracy,device1,qwen-q5,98,spam,,False,0.0,2.72
E2-accuracy,device1,qwen-q5,99,urgent,,False,0.0,3.04
E2-accuracy,device1,qwen-q5,100,urgent,,False,0.0,2.0
E2-accuracy,device1,qwen-q8,1,inquiry,,False,0.0,3.24
E2-accuracy,device1,qwen-q8,2,inquiry,,False,0.0,2.61
E2-accuracy,device1,qwen-q8,3,inquiry,,False,0.0,2.4
E2-accuracy,device1,qwen-q8,4,inquiry,,False,0.0,2.32
E2-accuracy,device1,qwen-q8,5,inquiry,,False,0.0,2.92
E2-accuracy,device1,qwen-q8,6,inquiry,,False,0.0,2.45
E2-accuracy,device1,qwen-q8,7,inquiry,,False,0.0,2.52
E2-accuracy,device1,qwen-q8,8,inquiry,,False,0.0,3.54
E2-accuracy,device1,qwen-q8,9,inquiry,,False,0.0,4.14
E2-accuracy,device1,qwen-q8,10,inquiry,,False,0.0,3.8
E2-accuracy,device1,qwen-q8,11,complaint,,False,0.0,3.21
E2-accuracy,device1,qwen-q8,12,complaint,,False,0.0,3.36
E2-accuracy,device1,qwen-q8,13,complaint,,False,0.0,3.23
E2-accuracy,device1,qwen-q8,14,complaint,,False,0.0,3.02
E2-accuracy,device1,qwen-q8,15,complaint,,False,0.0,2.62
E2-accuracy,device1,qwen-q8,16,complaint,,False,0.0,2.59
E2-accuracy,device1,qwen-q8,17,complaint,,False,0.0,3.7
E2-accuracy,device1,qwen-q8,18,complaint,,False,0.0,2.8
E2-accuracy,device1,qwen-q8,19,complaint,,False,0.0,2.24
E2-accuracy,device1,qwen-q8,20,complaint,,False,0.0,2.4
E2-accuracy,device1,qwen-q8,21,feedback,,False,0.0,2.55
E2-accuracy,device1,qwen-q8,22,feedback,,False,0.0,2.87
E2-accuracy,device1,qwen-q8,23,feedback,,False,0.0,2.35
E2-accuracy,device1,qwen-q8,24,feedback,,False,0.0,2.55
E2-accuracy,device1,qwen-q8,25,feedback,,False,0.0,2.47
E2-accuracy,device1,qwen-q8,26,feedback,,False,0.0,2.26
E2-accuracy,device1,qwen-q8,27,feedback,,False,0.0,2.43
E2-accuracy,device1,qwen-q8,28,feedback,,False,0.0,2.44
E2-accuracy,device1,qwen-q8,29,feedback,,False,0.0,2.43
E2-accuracy,device1,qwen-q8,30,feedback,,False,0.0,2.46
E2-accuracy,device1,qwen-q8,31,spam,,False,0.0,2.41
E2-accuracy,device1,qwen-q8,32,spam,,False,0.0,2.13
E2-accuracy,device1,qwen-q8,33,spam,,False,0.0,2.25
E2-accuracy,device1,qwen-q8,34,spam,,False,0.0,2.39
E2-accuracy,device1,qwen-q8,35,spam,,False,0.0,3.09
E2-accuracy,device1,qwen-q8,36,spam,,False,0.0,2.95
E2-accuracy,device1,qwen-q8,37,spam,,False,0.0,1.99
E2-accuracy,device1,qwen-q8,38,spam,,False,0.0,1.89
E2-accuracy,device1,qwen-q8,39,spam,,False,0.0,1.63
E2-accuracy,device1,qwen-q8,40,spam,,False,0.0,1.62
E2-accuracy,device1,qwen-q8,41,urgent,,False,0.0,2.17
E2-accuracy,device1,qwen-q8,42,urgent,,False,0.0,2.36
E2-accuracy,device1,qwen-q8,43,urgent,,False,0.0,1.73
E2-accuracy,device1,qwen-q8,44,urgent,,False,0.0,1.57
E2-accuracy,device1,qwen-q8,45,urgent,,False,0.0,1.4
E2-accuracy,device1,qwen-q8,46,urgent,,False,0.0,1.61
E2-accuracy,device1,qwen-q8,47,urgent,,False,0.0,1.47
E2-accuracy,device1,qwen-q8,48,urgent,,False,0.0,1.74
E2-accuracy,device1,qwen-q8,49,urgent,,False,0.0,1.62
E2-accuracy,device1,qwen-q8,50,urgent,,False,0.0,1.6
E2-accuracy,device1,qwen-q8,51,inquiry,,False,0.0,2.35
E2-accuracy,device1,qwen-q8,52,inquiry,,False,0.0,1.79
E2-accuracy,device1,qwen-q8,53,complaint,,False,0.0,1.37
E2-accuracy,device1,qwen-q8,54,complaint,,False,0.0,1.49
E2-accuracy,device1,qwen-q8,55,feedback,,False,0.0,1.72
E2-accuracy,device1,qwen-q8,56,feedback,,False,0.0,1.36
E2-accuracy,device1,qwen-q8,57,spam,,False,0.0,3.88
E2-accuracy,device1,qwen-q8,58,spam,,False,0.0,2.05
E2-accuracy,device1,qwen-q8,59,urgent,,False,0.0,1.36
E2-accuracy,device1,qwen-q8,60,urgent,,False,0.0,1.05
E2-accuracy,device1,qwen-q8,61,inquiry,,False,0.0,1.25
E2-accuracy,device1,qwen-q8,62,inquiry,,False,0.0,1.39
E2-accuracy,device1,qwen-q8,63,complaint,,False,0.0,1.09
E2-accuracy,device1,qwen-q8,64,complaint,,False,0.0,1.11
E2-accuracy,device1,qwen-q8,65,feedback,,False,0.0,1.01
E2-accuracy,device1,qwen-q8,66,feedback,,False,0.0,0.98
E2-accuracy,device1,qwen-q8,67,spam,,False,0.0,1.06
E2-accuracy,device1,qwen-q8,68,spam,,False,0.0,2.71
E2-accuracy,device1,qwen-q8,69,urgent,,False,0.0,1.23
E2-accuracy,device1,qwen-q8,70,urgent,,False,0.0,1.25
E2-accuracy,device1,qwen-q8,71,inquiry,,False,0.0,1.08
E2-accuracy,device1,qwen-q8,72,inquiry,,False,0.0,1.1
E2-accuracy,device1,qwen-q8,73,complaint,,False,0.0,1.23
E2-accuracy,device1,qwen-q8,74,complaint,,False,0.0,1.07
E2-accuracy,device1,qwen-q8,75,feedback,,False,0.0,1.03
E2-accuracy,device1,qwen-q8,76,feedback,,False,0.0,1.33
E2-accuracy,device1,qwen-q8,77,spam,,False,0.0,1.06
E2-accuracy,device1,qwen-q8,78,spam,,False,0.0,1.07
E2-accuracy,device1,qwen-q8,79,urgent,,False,0.0,1.4
E2-accuracy,device1,qwen-q8,80,urgent,,False,0.0,1.04
E2-accuracy,device1,qwen-q8,81,inquiry,,False,0.0,0.89
E2-accuracy,device1,qwen-q8,82,inquiry,,False,0.0,0.9
E2-accuracy,device1,qwen-q8,83,complaint,,False,0.0,0.92
E2-accuracy,device1,qwen-q8,84,complaint,,False,0.0,0.84
E2-accuracy,device1,qwen-q8,85,feedback,,False,0.0,0.93
E2-accuracy,device1,qwen-q8,86,feedback,,False,0.0,0.92
E2-accuracy,device1,qwen-q8,87,spam,,False,0.0,0.93
E2-accuracy,device1,qwen-q8,88,spam,,False,0.0,0.86
E2-accuracy,device1,qwen-q8,89,urgent,,False,0.0,0.85
E2-accuracy,device1,qwen-q8,90,urgent,,False,0.0,0.75
E2-accuracy,device1,qwen-q8,91,inquiry,,False,0.0,0.86
E2-accuracy,device1,qwen-q8,92,inquiry,,False,0.0,0.91
E2-accuracy,device1,qwen-q8,93,complaint,,False,0.0,2.12
E2-accuracy,device1,qwen-q8,94,complaint,,False,0.0,2.46
E2-accuracy,device1,qwen-q8,95,feedback,,False,0.0,1.17
E2-accuracy,device1,qwen-q8,96,feedback,,False,0.0,0.93
E2-accuracy,device1,qwen-q8,97,spam,,False,0.0,1.39
E2-accuracy,device1,qwen-q8,98,spam,,False,0.0,0.87
E2-accuracy,device1,qwen-q8,99,urgent,,False,0.0,0.87
E2-accuracy,device1,qwen-q8,100,urgent,,False,0.0,1.07
E2-accuracy,device1,mistral:7b,1,inquiry,inquiry,True,0.08,24956.07
E2-accuracy,device1,mistral:7b,2,inquiry,inquiry,True,0.35,5248.91
E2-accuracy,device1,mistral:7b,3,inquiry,inquiry,True,0.3,6156.97
E2-accuracy,device1,mistral:7b,4,inquiry,inquiry,True,0.39,4600.52
E2-accuracy,device1,mistral:7b,5,inquiry,inquiry,True,0.33,5452.85
E2-accuracy,device1,mistral:7b,6,inquiry,inquiry,True,0.35,5231.0
E2-accuracy,device1,mistral:7b,7,inquiry,inquiry,True,0.4,4549.0
E2-accuracy,device1,mistral:7b,8,inquiry,inquiry,True,0.38,4746.41
E2-accuracy,device1,mistral:7b,9,inquiry,inquiry,True,0.35,5232.01
E2-accuracy,device1,mistral:7b,10,inquiry,inquiry,True,0.28,6521.92
E2-accuracy,device1,mistral:7b,11,complaint,complaint,True,0.19,4905.13
E2-accuracy,device1,mistral:7b,12,complaint,complaint,True,0.19,5024.95
E2-accuracy,device1,mistral:7b,13,complaint,complaint,True,0.17,5762.66
E2-accuracy,device1,mistral:7b,14,complaint,complaint,True,0.16,6027.76
E2-accuracy,device1,mistral:7b,15,complaint,complaint,True,0.21,4429.64
E2-accuracy,device1,mistral:7b,16,complaint,complaint,True,0.17,5488.58
E2-accuracy,device1,mistral:7b,17,complaint,complaint,True,0.15,6193.71
E2-accuracy,device1,mistral:7b,18,complaint,complaint,True,0.18,5358.22
E2-accuracy,device1,mistral:7b,19,complaint,complaint,True,0.15,6558.88
E2-accuracy,device1,mistral:7b,20,complaint,complaint,True,0.16,6134.93
E2-accuracy,device1,mistral:7b,21,feedback,feedback,True,0.48,5480.75
E2-accuracy,device1,mistral:7b,22,feedback,feedback,True,0.2,4679.96
E2-accuracy,device1,mistral:7b,23,feedback,feedback,True,0.5,5173.36
E2-accuracy,device1,mistral:7b,24,feedback,feedback,True,0.49,5372.24
E2-accuracy,device1,mistral:7b,25,feedback,feedback,True,0.19,5102.88
E2-accuracy,device1,mistral:7b,26,feedback,complaint,False,0.15,6385.09
E2-accuracy,device1,mistral:7b,27,feedback,feedback,True,0.49,5391.63
E2-accuracy,device1,mistral:7b,28,feedback,complaint,False,0.18,5401.01
E2-accuracy,device1,mistral:7b,29,feedback,feedback,True,0.5,5234.27
E2-accuracy,device1,mistral:7b,30,feedback,complaint,False,0.2,4782.21
E2-accuracy,device1,mistral:7b,31,spam,spam,True,0.27,7022.21
E2-accuracy,device1,mistral:7b,32,spam,spam,True,0.28,6558.83
E2-accuracy,device1,mistral:7b,33,spam,spam,True,0.31,6027.27
E2-accuracy,device1,mistral:7b,34,spam,spam,True,0.27,7005.51
E2-accuracy,device1,mistral:7b,35,spam,spam,True,0.3,6114.08
E2-accuracy,device1,mistral:7b,36,spam,spam,True,0.25,7425.02
E2-accuracy,device1,mistral:7b,37,spam,spam,True,0.28,6534.12
E2-accuracy,device1,mistral:7b,38,spam,spam,True,0.28,6494.7
E2-accuracy,device1,mistral:7b,39,spam,spam,True,0.23,8058.89
E2-accuracy,device1,mistral:7b,40,spam,spam,True,0.24,7688.96
E2-accuracy,device1,mistral:7b,41,urgent,urgent,True,0.15,6283.19
E2-accuracy,device1,mistral:7b,42,urgent,urgent,True,0.19,4992.17
E2-accuracy,device1,mistral:7b,43,urgent,urgent,True,0.16,5968.59
E2-accuracy,device1,mistral:7b,44,urgent,urgent,True,0.13,7547.22
E2-accuracy,device1,mistral:7b,45,urgent,urgent,True,0.18,5275.15
E2-accuracy,device1,mistral:7b,46,urgent,urgent,True,0.17,5661.46
E2-accuracy,device1,mistral:7b,47,urgent,urgent,True,0.16,5959.58
E2-accuracy,device1,mistral:7b,48,urgent,urgent,True,0.18,5293.21
E2-accuracy,device1,mistral:7b,49,urgent,urgent,True,0.15,6219.67
E2-accuracy,device1,mistral:7b,50,urgent,urgent,True,0.17,5632.4
E2-accuracy,device1,mistral:7b,51,inquiry,inquiry,True,0.31,5996.96
E2-accuracy,device1,mistral:7b,52,inquiry,inquiry,True,0.43,4097.47
E2-accuracy,device1,mistral:7b,53,complaint,complaint,True,0.16,5884.45
E2-accuracy,device1,mistral:7b,54,complaint,complaint,True,0.19,5027.16
E2-accuracy,device1,mistral:7b,55,feedback,feedback,True,0.16,6086.14
E2-accuracy,device1,mistral:7b,56,feedback,feedback,True,0.46,5685.87
E2-accuracy,device1,mistral:7b,57,spam,spam,True,0.25,7346.48
E2-accuracy,device1,mistral:7b,58,spam,spam,True,0.24,7671.22
E2-accuracy,device1,mistral:7b,59,urgent,urgent,True,0.15,6250.41
E2-accuracy,device1,mistral:7b,60,urgent,urgent,True,0.13,7628.62
E2-accuracy,device1,mistral:7b,61,inquiry,inquiry,True,0.29,6248.46
E2-accuracy,device1,mistral:7b,62,inquiry,inquiry,True,0.36,4973.99
E2-accuracy,device1,mistral:7b,63,complaint,complaint,True,0.12,7746.16
E2-accuracy,device1,mistral:7b,64,complaint,complaint,True,0.15,6417.98
E2-accuracy,device1,mistral:7b,65,feedback,feedback,True,0.42,6428.85
E2-accuracy,device1,mistral:7b,66,feedback,complaint,False,0.19,5006.5
E2-accuracy,device1,mistral:7b,67,spam,spam,True,0.24,7713.01
E2-accuracy,device1,mistral:7b,68,spam,spam,True,0.27,6772.95
E2-accuracy,device1,mistral:7b,69,urgent,urgent,True,0.15,6543.78
E2-accuracy,device1,mistral:7b,70,urgent,urgent,True,0.14,6759.17
E2-accuracy,device1,mistral:7b,71,inquiry,inquiry,True,0.36,4973.05
E2-accuracy,device1,mistral:7b,72,inquiry,inquiry,True,0.35,5181.73
E2-accuracy,device1,mistral:7b,73,complaint,complaint,True,0.17,5557.88
E2-accuracy,device1,mistral:7b,74,complaint,complaint,True,0.16,5959.42
E2-accuracy,device1,mistral:7b,75,feedback,feedback,True,0.46,5752.81
E2-accuracy,device1,mistral:7b,76,feedback,complaint,False,0.17,5643.71
E2-accuracy,device1,mistral:7b,77,spam,spam,True,0.25,7446.05
E2-accuracy,device1,mistral:7b,78,spam,spam,True,0.29,6483.75
E2-accuracy,device1,mistral:7b,79,urgent,urgent,True,0.15,6583.51
E2-accuracy,device1,mistral:7b,80,urgent,urgent,True,0.15,6246.37
E2-accuracy,device1,mistral:7b,81,inquiry,inquiry,True,0.38,4756.71
E2-accuracy,device1,mistral:7b,82,inquiry,inquiry,True,0.32,5665.59
E2-accuracy,device1,mistral:7b,83,complaint,complaint,True,0.18,5416.44
E2-accuracy,device1,mistral:7b,84,complaint,complaint,True,0.18,5204.57
E2-accuracy,device1,mistral:7b,85,feedback,feedback,True,0.18,5444.69
E2-accuracy,device1,mistral:7b,86,feedback,feedback,True,0.18,5413.1
E2-accuracy,device1,mistral:7b,87,spam,spam,True,0.32,5813.47
E2-accuracy,device1,mistral:7b,88,spam,spam,True,0.29,6368.49
E2-accuracy,device1,mistral:7b,89,urgent,urgent,True,0.15,6613.74
E2-accuracy,device1,mistral:7b,90,urgent,urgent,True,0.14,7115.41
E2-accuracy,device1,mistral:7b,91,inquiry,complaint,False,0.12,8079.59
E2-accuracy,device1,mistral:7b,92,inquiry,inquiry,True,0.31,5998.65
E2-accuracy,device1,mistral:7b,93,complaint,complaint,True,0.16,6081.6
E2-accuracy,device1,mistral:7b,94,complaint,complaint,True,0.17,5776.96
E2-accuracy,device1,mistral:7b,95,feedback,complaint,False,0.16,6060.87
E2-accuracy,device1,mistral:7b,96,feedback,feedback,True,0.39,6925.93
E2-accuracy,device1,mistral:7b,97,spam,spam,True,0.25,7484.5
E2-accuracy,device1,mistral:7b,98,spam,spam,True,0.25,7308.92
E2-accuracy,device1,mistral:7b,99,urgent,urgent,True,0.13,7453.91
E2-accuracy,device1,mistral:7b,100,urgent,urgent,True,0.15,6396.15
E2-accuracy,device1,mistral-q5,1,inquiry,,False,0.0,3.13
E2-accuracy,device1,mistral-q5,2,inquiry,,False,0.0,3.42
E2-accuracy,device1,mistral-q5,3,inquiry,,False,0.0,3.78
E2-accuracy,device1,mistral-q5,4,inquiry,,False,0.0,4.36
E2-accuracy,device1,mistral-q5,5,inquiry,,False,0.0,6.17
E2-accuracy,device1,mistral-q5,6,inquiry,,False,0.0,5.82
E2-accuracy,device1,mistral-q5,7,inquiry,,False,0.0,4.16
E2-accuracy,device1,mistral-q5,8,inquiry,,False,0.0,3.47
E2-accuracy,device1,mistral-q5,9,inquiry,,False,0.0,2.37
E2-accuracy,device1,mistral-q5,10,inquiry,,False,0.0,3.59
E2-accuracy,device1,mistral-q5,11,complaint,,False,0.0,2.39
E2-accuracy,device1,mistral-q5,12,complaint,,False,0.0,1.86
E2-accuracy,device1,mistral-q5,13,complaint,,False,0.0,1.45
E2-accuracy,device1,mistral-q5,14,complaint,,False,0.0,1.55
E2-accuracy,device1,mistral-q5,15,complaint,,False,0.0,1.2
E2-accuracy,device1,mistral-q5,16,complaint,,False,0.0,1.25
E2-accuracy,device1,mistral-q5,17,complaint,,False,0.0,1.22
E2-accuracy,device1,mistral-q5,18,complaint,,False,0.0,1.23
E2-accuracy,device1,mistral-q5,19,complaint,,False,0.0,2.4
E2-accuracy,device1,mistral-q5,20,complaint,,False,0.0,1.6
E2-accuracy,device1,mistral-q5,21,feedback,,False,0.0,1.82
E2-accuracy,device1,mistral-q5,22,feedback,,False,0.0,1.64
E2-accuracy,device1,mistral-q5,23,feedback,,False,0.0,1.32
E2-accuracy,device1,mistral-q5,24,feedback,,False,0.0,1.42
E2-accuracy,device1,mistral-q5,25,feedback,,False,0.0,1.49
E2-accuracy,device1,mistral-q5,26,feedback,,False,0.0,1.77
E2-accuracy,device1,mistral-q5,27,feedback,,False,0.0,1.31
E2-accuracy,device1,mistral-q5,28,feedback,,False,0.0,1.24
E2-accuracy,device1,mistral-q5,29,feedback,,False,0.0,1.18
E2-accuracy,device1,mistral-q5,30,feedback,,False,0.0,1.44
E2-accuracy,device1,mistral-q5,31,spam,,False,0.0,1.22
E2-accuracy,device1,mistral-q5,32,spam,,False,0.0,1.23
E2-accuracy,device1,mistral-q5,33,spam,,False,0.0,1.15
E2-accuracy,device1,mistral-q5,34,spam,,False,0.0,0.97
E2-accuracy,device1,mistral-q5,35,spam,,False,0.0,1.0
E2-accuracy,device1,mistral-q5,36,spam,,False,0.0,0.95
E2-accuracy,device1,mistral-q5,37,spam,,False,0.0,0.88
E2-accuracy,device1,mistral-q5,38,spam,,False,0.0,1.01
E2-accuracy,device1,mistral-q5,39,spam,,False,0.0,1.23
E2-accuracy,device1,mistral-q5,40,spam,,False,0.0,1.03
E2-accuracy,device1,mistral-q5,41,urgent,,False,0.0,0.96
E2-accuracy,device1,mistral-q5,42,urgent,,False,0.0,2.11
E2-accuracy,device1,mistral-q5,43,urgent,,False,0.0,1.42
E2-accuracy,device1,mistral-q5,44,urgent,,False,0.0,1.21
E2-accuracy,device1,mistral-q5,45,urgent,,False,0.0,1.4
E2-accuracy,device1,mistral-q5,46,urgent,,False,0.0,1.07
E2-accuracy,device1,mistral-q5,47,urgent,,False,0.0,1.19
E2-accuracy,device1,mistral-q5,48,urgent,,False,0.0,1.51
E2-accuracy,device1,mistral-q5,49,urgent,,False,0.0,2.28
E2-accuracy,device1,mistral-q5,50,urgent,,False,0.0,1.26
E2-accuracy,device1,mistral-q5,51,inquiry,,False,0.0,2.06
E2-accuracy,device1,mistral-q5,52,inquiry,,False,0.0,1.83
E2-accuracy,device1,mistral-q5,53,complaint,,False,0.0,1.71
E2-accuracy,device1,mistral-q5,54,complaint,,False,0.0,1.53
E2-accuracy,device1,mistral-q5,55,feedback,,False,0.0,1.13
E2-accuracy,device1,mistral-q5,56,feedback,,False,0.0,1.07
E2-accuracy,device1,mistral-q5,57,spam,,False,0.0,1.09
E2-accuracy,device1,mistral-q5,58,spam,,False,0.0,1.09
E2-accuracy,device1,mistral-q5,59,urgent,,False,0.0,1.06
E2-accuracy,device1,mistral-q5,60,urgent,,False,0.0,0.97
E2-accuracy,device1,mistral-q5,61,inquiry,,False,0.0,0.93
E2-accuracy,device1,mistral-q5,62,inquiry,,False,0.0,1.82
E2-accuracy,device1,mistral-q5,63,complaint,,False,0.0,1.36
E2-accuracy,device1,mistral-q5,64,complaint,,False,0.0,1.98
E2-accuracy,device1,mistral-q5,65,feedback,,False,0.0,1.98
E2-accuracy,device1,mistral-q5,66,feedback,,False,0.0,1.3
E2-accuracy,device1,mistral-q5,67,spam,,False,0.0,1.3
E2-accuracy,device1,mistral-q5,68,spam,,False,0.0,1.76
E2-accuracy,device1,mistral-q5,69,urgent,,False,0.0,1.31
E2-accuracy,device1,mistral-q5,70,urgent,,False,0.0,1.35
E2-accuracy,device1,mistral-q5,71,inquiry,,False,0.0,1.34
E2-accuracy,device1,mistral-q5,72,inquiry,,False,0.0,1.27
E2-accuracy,device1,mistral-q5,73,complaint,,False,0.0,1.25
E2-accuracy,device1,mistral-q5,74,complaint,,False,0.0,2.32
E2-accuracy,device1,mistral-q5,75,feedback,,False,0.0,1.99
E2-accuracy,device1,mistral-q5,76,feedback,,False,0.0,2.06
E2-accuracy,device1,mistral-q5,77,spam,,False,0.0,1.38
E2-accuracy,device1,mistral-q5,78,spam,,False,0.0,1.74
E2-accuracy,device1,mistral-q5,79,urgent,,False,0.0,1.39
E2-accuracy,device1,mistral-q5,80,urgent,,False,0.0,1.16
E2-accuracy,device1,mistral-q5,81,inquiry,,False,0.0,1.82
E2-accuracy,device1,mistral-q5,82,inquiry,,False,0.0,1.81
E2-accuracy,device1,mistral-q5,83,complaint,,False,0.0,3.53
E2-accuracy,device1,mistral-q5,84,complaint,,False,0.0,1.61
E2-accuracy,device1,mistral-q5,85,feedback,,False,0.0,1.34
E2-accuracy,device1,mistral-q5,86,feedback,,False,0.0,1.32
E2-accuracy,device1,mistral-q5,87,spam,,False,0.0,1.75
E2-accuracy,device1,mistral-q5,88,spam,,False,0.0,1.55
E2-accuracy,device1,mistral-q5,89,urgent,,False,0.0,1.47
E2-accuracy,device1,mistral-q5,90,urgent,,False,0.0,1.57
E2-accuracy,device1,mistral-q5,91,inquiry,,False,0.0,2.26
E2-accuracy,device1,mistral-q5,92,inquiry,,False,0.0,2.19
E2-accuracy,device1,mistral-q5,93,complaint,,False,0.0,1.83
E2-accuracy,device1,mistral-q5,94,complaint,,False,0.0,1.58
E2-accuracy,device1,mistral-q5,95,feedback,,False,0.0,1.32
E2-accuracy,device1,mistral-q5,96,feedback,,False,0.0,1.26
E2-accuracy,device1,mistral-q5,97,spam,,False,0.0,1.48
E2-accuracy,device1,mistral-q5,98,spam,,False,0.0,1.46
E2-accuracy,device1,mistral-q5,99,urgent,,False,0.0,1.77
E2-accuracy,device1,mistral-q5,100,urgent,,False,0.0,2.03
E2-accuracy,device1,mistral-q8,1,inquiry,,False,0.0,3.64
E2-accuracy,device1,mistral-q8,2,inquiry,,False,0.0,6.77
E2-accuracy,device1,mistral-q8,3,inquiry,,False,0.0,4.42
E2-accuracy,device1,mistral-q8,4,inquiry,,False,0.0,3.79
E2-accuracy,device1,mistral-q8,5,inquiry,,False,0.0,3.63
